employees,avg_monthly_income,annual_tax,premises_area,downtime_months,direct_loss,indirect_loss
16,13416.099371634953,137123.83706150073,391.0480207411336,9,3890822.99981254,2146776.9498041226
166,27992.159628177145,255664.03067759634,537.4844375849029,3,5316952.758928191,14416848.715543482
37,40254.242189745375,212105.98294289468,524.2207686830426,11,4992179.326722363,16256167.075054089
52,41765.3824692909,122489.5804509467,623.1735980271153,2,6050437.629974588,4278954.0369622735
155,29783.882110550352,261333.7805056606,962.5239086645224,9,9484826.394943275,40417176.70967639
66,45789.90283325205,173323.3951406731,890.9330573573961,2,8460358.845329985,5738456.689423576
41,20706.737487771905,174587.97282761513,153.46263177796385,5,1557070.0034547092,4354305.092536183
103,26423.947889530664,294146.8348000961,302.68137182372357,7,3067784.599949512,19464021.605550345
176,45943.8764227588,286779.12580909464,841.4539465486545,3,8632354.713918671,25159006.753467076
108,45850.268658863155,139633.17084246097,833.0915633782466,9,8136014.204056716,44178902.74709443
39,37428.51075298723,85144.78216577058,311.6021879155874,8,2781127.7807632997,12117735.914527543
197,44359.22188488881,131416.6830695235,744.0586291518135,7,7175003.2591076,64823607.97628772
105,13550.930678249308,57620.81507784701,688.4355097819645,9,6522284.389110299,14099041.919864062
179,44599.799048311055,55191.9716775978,499.8477667214634,7,4956114.263197874,53640150.56783377
135,22824.79626200907,148880.5340628548,241.38220504507788,8,2482929.4055802645,26446564.605307966
5,17133.260497128653,285254.9556743085,894.211021849382,3,9787118.157438543,335756.23474304366
9,19574.793453681854,267839.3353080519,693.958625091493,6,6625255.321186776,1213705.6796864353
146,26718.740320555484,177860.70847940576,210.54327863445596,5,2118883.1753062904,19312642.417603604
107,20047.680184178687,191306.59529270767,719.5622275988178,6,7258473.584401865,13795418.266926216
31,22822.703440659963,51483.37418651412,754.3620335981309,10,8086847.636476065,7254258.4245727835
141,15399.139442865684,103875.28895844138,892.5362708649886,8,9023518.290946737,16440476.512307761
19,21847.07062235994,56193.53173359593,261.6972924798382,1,2569338.8739003264,385805.6349984251
94,32891.35258168005,238634.88317384687,989.3164001427363,1,9872133.25406315,3137649.2303857557
46,27674.14832364256,86411.44900662443,195.72375140057517,7,1991282.7175133943,9229722.316099575
128,23868.750449436448,267261.7756192043,620.6544472666039,9,6435840.8015792165,26925488.05892254
183,39858.08515428456,210831.07841894706,674.3176800098046,3,7316898.190341886,21668194.119872198
67,45740.39885573272,107354.66912892833,448.0052505025675,7,4838371.760424382,22751260.334829025
100,40271.56891609589,89430.07927081244,501.2858233318672,5,4821650.722456965,19955037.346060175
56,23280.02808470717,206906.17523076327,896.3645918860306,9,8289502.2814845545,12245238.771600906
100,39777.686713502146,275209.24507058086,663.0105181821888,5,6216076.453108302,19589170.973398007
136,16079.207298962048,229590.0547285954,522.150910322952,2,5284186.382185516,4687865.615233974
155,15212.719523651636,137136.6629008444,171.93208431184846,3,1816191.3832716052,7262510.444967044
147,23825.08148144636,196845.8988171618,56.9707439619779,9,562761.2297842432,32035325.65238505
175,42308.09476176228,127690.42384310534,168.7201872442418,8,1606312.7954478466,63732299.07141882
33,19853.929889692074,299787.3916946647,958.3753391026801,9,8881305.504820935,5715570.426420064
40,12530.136355947183,237209.7971154628,775.8824438417641,8,8373969.882672927,4326290.612207544
17,15268.381408254205,203595.40993918842,968.7605111347355,8,9452636.61495966,2054840.1242613734
164,44349.79874118321,155814.7856914573,83.92327422276327,7,774489.3410671572,51640341.789499916
75,35351.33138989151,204538.07256488933,696.2093836657073,2,6953003.712513171,5392872.2560739955
191,20128.04653479907,135404.0156168337,92.07885008324709,8,920947.7721412963,31625749.0556799
90,32211.833013127252,57216.20986450769,792.953645425382,4,8280346.635934067,10707966.549234541
32,31103.184897014016,148772.13058915822,411.90266409843457,3,3873254.995711135,3083473.492198866
70,36217.439137626454,282620.20489496674,140.9770921011701,1,1491752.6051736122,2735755.889847316
174,19327.502176864655,206575.27369346647,589.6443096981395,8,6284656.070375188,26434045.966036648
49,44576.119487775904,70988.9257677254,316.1141867713187,6,3175739.694277841,12804835.619499618
66,22374.742483200513,271248.4033487565,676.5952447782275,9,6971045.085770585,13251748.987302504
189,37765.266159049475,117218.71233537872,675.2660215381009,11,7026892.872252959,82520963.89951785
138,10644.985854888595,110942.37327068186,719.7571004147152,8,6981569.821169274,11442295.10281994
32,24906.28519576589,124272.74219508021,992.841824838871,9,9239340.287499864,7188256.610066617
32,24068.392718352334,194300.55903148936,417.36282445003513,1,4050717.645875047,824124.9962615215
112,31739.37714332058,186172.02335849416,492.04970076084584,5,4488133.085974688,17256735.260913733
48,12909.450471087861,172853.43865572044,814.3811159740739,4,8336304.180871393,2677916.3409117428
88,41605.254949044334,229384.21587815674,599.4515218707911,5,6473844.783169599,18029166.37703899
34,18711.23207070274,129134.43283373975,85.39435015340965,4,817235.3851131172,2588732.640749688
194,37081.51259528041,245516.13039310777,850.9245942468636,4,8312736.988718679,30315851.21000342
79,42128.48492976373,93830.41959464978,98.92374784113892,1,976768.8708948871,3499428.901128118
132,32475.078249660524,245655.19726925233,212.27912966719506,5,2341777.4897443773,21244697.14802896
96,39635.32826887942,215952.5263125707,146.97596862547783,12,1436357.0591394128,44119349.98569614
194,36474.412488600225,220802.07738689662,124.03077623706417,5,1309708.4931562208,38213291.945921905
133,24221.191886080305,170388.349281815,74.40063153947469,2,745350.678143517,6441218.583299636
125,42354.34156134261,216750.38317021617,102.27632827374902,10,860666.1739851319,54601999.084953755
31,21788.05479542112,69949.26163986436,470.3172297198695,4,4585280.506822314,2837017.4827150917
194,32848.516710060685,262887.7792623418,290.2096564834832,5,3029689.419144695,31003516.34991619
125,39815.90956566158,63886.8083719115,170.2100392478778,10,1659914.1870954172,46836148.298575275
120,25158.236392500305,87185.37746787438,675.7702655901998,9,6930777.102938853,28202856.76464942
7,22110.704304697,194197.4271243091,264.80631510254557,3,2877505.038156488,479347.5055341339
107,28373.84040691291,234852.8638641729,68.00169757756899,9,697622.8862011597,26283776.867705476
159,42718.53977396614,69062.89108656337,447.4987945789613,3,4332842.123810123,21166743.865886502
141,47196.87052582659,280191.2035305799,344.91134237938985,3,3571712.3943073656,20521466.34347247
66,31803.336514395607,293401.91220017464,352.6742097791681,6,3612735.051330627,13021355.742301578
169,36458.64821294608,201487.54325192777,473.0065267724834,10,4959635.758641022,60524073.96668628
55,46130.944889556566,170310.86384420912,685.4682308725638,8,6822849.056083118,21755386.47093815
176,13941.874056517696,235348.74306993742,635.6551640360943,5,6099474.358075149,11854850.600094697
156,19283.143114646602,132089.33808180137,940.3985292994317,8,9656869.367847744,21815046.407942135
63,38356.0002500633,173316.1085262766,541.8308329873953,4,5572513.29125419,8922326.690524567
122,42949.778476491985,279037.7567036003,498.9414142388186,4,4856980.5813909285,21241423.030641183
164,44281.16113322312,288913.8563103834,252.74371345605212,2,2332473.311669686,14577634.286798073
100,26604.287074197302,281767.27901279624,767.612224405749,7,7500818.34632924,19507603.21452544
184,13573.596091674674,115612.01674096004,183.73698740357048,7,1729269.3177705738,18135741.373836912
117,27511.259091984797,108117.26005419085,516.5762453294599,1,5096272.334686393,3223997.5048700045
66,19229.38360828215,124416.12648232856,450.2560884680722,7,4677617.621693267,8354733.175052357
190,21647.858199864968,160327.77809711505,675.3858344841831,7,6076930.02633741,28111497.914757524
56,40890.70227350023,128541.8531979909,921.7403964588259,3,9360412.111386238,6742612.201884484
16,13021.083441035475,143553.19893476448,949.2658119233114,6,9688112.802917205,1428762.9287963607
43,43103.24869922808,205159.23803018988,209.4093038050005,4,1997323.6270600574,7446358.513659019
134,27106.763432966764,240631.419273494,298.72635735381925,4,3039265.4311913196,15360087.932905558
135,33842.5572440238,233889.54956697926,821.0535539664713,6,8690803.654063668,27817984.49803034
117,13586.089249427161,253605.891769788,542.3657743267331,9,5540898.019268628,14443719.041913452
105,23494.363134291183,58046.10080385054,480.3828399379453,10,5297948.412703548,24142761.949019663
117,13588.036760593832,61933.44741968902,725.0941797616706,8,7281111.749220769,13092610.510463798
188,48461.74891524438,247345.74017215733,621.8287049766232,6,6530166.357034295,52014398.69445365
85,42290.46597305001,183269.70558115796,972.1783517002679,6,10709856.528682392,21628163.81451653
191,28385.310174258408,194535.16844053008,604.7759196738537,5,6201380.208281377,27339881.51168926
117,18944.101932946844,63146.71505359427,492.6751350298906,1,5358608.330031528,2244009.9774093647
6,47338.20420999409,113828.45029281772,565.6764939742669,7,5785898.500948487,1968667.1206900687
134,23783.863829078873,209588.57622136944,818.1128258621246,8,8776975.120470166,25144917.292306367
58,16439.37726749499,264795.47252766904,632.0413039459598,1,5967196.333903234,990854.8787090813
91,32526.575538158195,279245.8492953506,664.6956868173818,10,6667367.0251929,30169960.835808627
133,47750.96481379264,175104.87395877042,972.8669360347624,6,10930404.769999502,40593197.25737339
151,10153.211620012902,186368.55818454942,637.4757102041845,7,5794611.681362369,10731216.094486136
130,19524.99373015995,258262.40776724773,411.2709859178128,9,3954365.2816669163,21683418.2037079
134,47537.905616416305,184406.15018683867,706.7597256621567,10,7836122.0203984,62374082.57098441
57,16843.43867428648,179214.63138432935,676.4864271284458,10,6728566.969131682,9240198.349474967
176,14529.738065592795,276271.0094402384,63.155253731062814,4,628127.8569405375,11135692.19307874
164,32807.48863199218,247483.18026397002,493.9628319465415,11,5165839.265926127,61804257.20762525
164,44473.7529317932,277268.13159032364,755.7584227382794,5,8031324.048051523,37241645.73175722
72,29084.392707757044,104561.76369528845,524.0893848350725,7,5144099.068040753,15012561.345043175
187,49782.57026738099,181093.87166383918,790.64007913862,2,7257760.1442376105,18580226.79239907
188,37166.86798151971,260618.0321483395,478.33951160623366,6,4561709.246319281,39195831.57519459
127,12962.99628841791,77786.95686677724,984.1555177553739,8,9565523.804119172,12935334.334361624
149,49713.28526727902,248665.53857349046,328.24700974369426,10,3089609.071730489,65370824.82961569
42,26315.76947120762,95743.34585371736,137.51647773876988,4,1315978.4404925422,4607818.47402101
28,21496.1013538193,252029.6887463303,458.51121109639246,8,4587202.637242699,5017403.986543711
73,32315.167343115423,203000.23438921705,564.6235736302231,10,5406638.537339854,23851312.539842732
120,22172.303672834572,98308.9978712168,381.63904509833844,11,4153324.1827811645,28305202.81621763
102,13458.300284806093,168338.54483320029,280.167102112061,8,2745062.11321357,11039728.60131859
143,10057.13372316707,220476.2916151929,688.4557568162146,10,6358347.535164908,15005120.248359932
148,27983.334116810493,208463.2252208856,408.2688448634395,4,4322385.746441731,16964839.313100807
101,43474.53688906369,156811.7990579261,649.8001026456051,5,7545031.956433888,20817904.556937713
128,32892.60742520307,274841.6322302318,790.117876168837,8,7770779.2516130265,32692479.499953788
191,49968.29195773763,179815.85362196108,772.9524963720226,11,7828685.155566791,108651462.69616535
74,21473.865825888,176466.8246321721,406.54384510390673,10,4330426.805003075,15824484.11790191
97,21218.202590402216,65562.64748536357,589.5033175026659,11,5783867.317920423,24755209.806522567
7,16389.97840935777,280530.0974494093,477.1753132206053,7,5219018.346596216,920169.6079807881
152,16562.543530613406,94279.14216959325,877.2649900741773,11,8068783.983818594,27512652.59691968
191,21407.463840401913,182086.17335913854,884.8205558099993,7,8795828.94027849,28191331.440509573
168,41713.60181094109,250891.90035007754,376.55450374363494,10,3612065.902019931,69529722.32464075
151,46230.27162545791,103863.31923891083,137.1505754847942,10,1293929.306577985,66464316.927127264
94,49003.48678830725,181843.3224927103,209.2033591578185,10,2009479.0888954834,41950677.67443157
199,19291.586163858105,110171.22730583521,398.65165502433956,3,4088780.7705968553,11873129.668938644
151,45251.90182456367,239923.74944997794,586.0374570248412,7,6130241.774421604,51549484.0510489
152,23130.20357109348,191085.29196828767,673.9476604162078,9,6978302.097269373,31049933.268782753
100,14513.621780675378,263993.9650987859,364.8024939717002,11,3379463.9804101842,16439692.273004236
56,44800.99702080662,273639.5007193457,684.1241636427865,9,7029735.803392348,22596264.109563537
165,35444.22538574474,212183.37061134953,940.8529844900681,4,9352366.320647132,23260942.746539343
172,16589.23584324247,231347.8115397361,669.4134208105029,10,6499458.800546597,27848133.75807753
132,27193.250300520103,187305.02497171593,200.6369679721337,10,1984454.8990948126,37305104.31763798
43,21490.307795082706,146107.1832668457,600.6854673287462,4,6507115.3825367885,3791936.2687821593
86,39471.78274840788,212029.48075520864,564.8007409286337,3,5570201.400265732,9899177.509593867
108,28136.649224970723,277072.1558718322,877.1651053534997,9,9106790.668448256,28628483.646912053
133,49571.1978042554,154170.0951078595,382.7879024523256,1,4025484.4578654417,7078030.721904102
15,12189.799290383806,128602.50659344884,451.798329553846,7,4716857.989925948,1434658.5459295227
189,24200.610645449866,147109.2346381435,618.726102712169,8,6045794.435849686,36413593.12810033
182,29276.006684399097,158849.4075528999,548.2040461549242,5,5371582.455341716,25579100.40020977
155,30125.34218993279,68390.25724442906,733.0657627849155,11,7431188.041834625,49197065.96330355
163,22637.43289542547,174610.46010874858,88.36954136687103,5,859211.2179048581,18080264.24929642
46,39169.60996390272,173578.5620125149,585.3402182466118,5,5604183.486730205,8894820.70591306
103,44989.88293955899,197110.9569101308,165.5882983536815,5,1664097.0197022993,24263456.89430216
11,47548.77207911452,140705.00761783286,349.4485428937353,9,3353737.5043875896,4362967.947085974
148,42203.73507198105,203276.89898889742,678.5455184557709,1,6638994.886968476,6243633.007210557
94,44023.20789226398,269554.0775685507,199.54349056256882,8,1968076.2458157586,32426669.09768952
116,32021.81202479982,288867.7476237911,343.3997437293974,5,3338695.517011533,18018105.516509317
64,43035.529057072585,195903.0540352624,717.8561586935464,1,7086679.092640549,2842403.6605854654
117,22140.15636591809,60647.738492578275,668.2649804004922,5,6538659.729112473,12546853.676244246
6,25939.150484368576,292308.9993167772,136.48768574925114,9,1504314.2987026784,1608688.0859901528
133,22676.52055274177,226465.51522406406,598.4050688177077,3,6513229.494894077,9498209.464578064
52,28695.493417917016,133990.91213841303,189.89173882270748,3,1858514.799721493,4445199.699875399
144,21423.184649545456,86789.42524093084,289.65780977876807,10,2830358.893558977,32854787.735772315
41,48464.45769017787,85854.65305906875,486.2507147039898,4,4808005.834564097,7657925.184546399
164,22513.785120226727,91936.10153490069,153.87948213327968,5,1557176.7833224859,15855551.958792098
13,13921.781524437592,61393.13040345508,993.9646195226385,12,9888895.95156712,2288507.6488119434
103,31072.686642016535,275538.5471632279,207.10108300130108,11,2072650.8300242708,36010635.66755155
151,12283.963137807055,185192.05820683407,792.2469970071742,6,8235651.816961718,11794401.157293243
52,14421.72665234322,224989.8531784593,838.3469027720638,5,8019751.790346089,3925889.082747987
135,18775.575567849854,257027.12731707687,994.7407714012013,9,9651853.826487355,24727594.82231649
152,28574.00999528567,247885.25158330007,457.22055695965497,5,4242790.431762016,22159953.560778417
156,27330.037292361114,270651.4059322104,880.389794132373,1,8627401.251795473,4504835.250800878
58,41987.674480111644,291813.65563123795,959.6624670660085,11,9614296.670116203,28192917.385730337
124,39578.98615536453,159767.6536854849,214.24943764993378,2,2147290.141810182,9554179.320487486
165,27052.73175962805,287583.86666709767,505.46428460655596,8,5371322.709706641,35095312.07504987
156,23348.168303025195,230822.48708570408,107.01027791328335,5,1023327.5964340165,18086941.794194803
120,22658.751362459945,67667.04757701962,639.6878114229914,8,5874888.175925469,24148429.95309783
79,40959.803491760365,220445.78030308636,602.3358490137381,6,6050543.276789252,18974294.95882826
117,12082.89624885079,221679.16490121215,243.9199704300373,3,2416767.5950057446,4387273.109036058
168,10512.865980424232,276465.1409481318,808.0076209494198,2,8425321.71977525,3597252.6768001337
170,41821.77567706592,143233.033117523,85.40528662536289,10,857535.0479824389,72039613.6414205
108,29085.85503956197,196227.87506795445,815.9159579211791,6,8681338.65796932,19001382.76280514
88,15235.245542143039,53046.887752935625,75.31302660567401,7,747873.9483033214,9243522.048399944
116,19422.63738378005,133018.810545334,673.9873715295328,7,6565986.463841531,14958097.681011017
103,47300.1581238953,65560.93153969523,124.83103821915621,2,1292582.8761823173,9298871.912705364
157,44380.11902499592,180468.24319122423,288.6642433467068,8,2956243.512590105,57945770.097603716
97,38391.4020089589,254361.9126267383,735.817681846244,6,7095591.286834841,22999533.595993854
150,29289.009213493064,101610.67303226724,316.3845596441174,10,3249970.2010435853,44480063.45288473
132,30812.94504765543,181860.2613894446,535.6151562818479,6,5474285.413282723,26705029.977458395
114,49009.781411358344,101002.15912769176,919.4858560441087,10,9171062.993582597,62807995.76048027
86,48630.817755371485,80172.11696156011,97.15263633474942,1,1025908.6973846253,3991834.481767978
198,18610.76183143337,177749.1979835856,820.5258040488899,4,8803638.48782179,15843652.280055584
58,42444.18265221272,69787.1552374319,112.00839864006505,9,1087607.2226392797,20875943.52823255
167,17889.706646680672,196838.65778449734,170.45510211984282,11,1746176.9878508113,32321812.948685348
193,18541.499115358056,57834.36516918157,163.3531486947503,8,1639480.3967446093,28902655.959342215
173,37043.72136658307,76678.74296709389,994.3971690501899,4,9720848.228878273,26739207.865777817
165,26200.043943501936,187499.37137183946,221.17700336495673,5,2198290.138439026,20325183.79457273
72,47261.776284260806,197851.85322472846,901.9237539434548,9,8222784.990619083,30895948.228940826
37,13560.389395840353,57246.73252343952,991.3855547992265,1,10447409.851081517,509473.4522055733
